"id","source","source_accessed","source_identifier","short_title","author","year","gender","translator","title","publication","format","catalogue_numbers","notes","further_editions","scan_identifiers_space_separated_semicolon_separates_volumes_of_same_edition","scan_notes_volumes_missing,_second_edition_etc_semicolon_comments_on_corresponding_edition_in_scan_field"
45,"GARSIDE1800-1829",20100817,"1800A045","Adeline St Julian","Anne KER",1800,"Female",,"ADELINE ST. JULIAN; OR, THE MIDNIGHT HOUR. A NOVEL. IN TWO VOLUMES. BY MRS. ANNE KER, AUTHOR OF THE HEIRESS DI MONTALDE, &C","London:                     Printed by J. Bonsor, Salisbury Square; for J. and E. Kerby, Bond Street; and sold by T. Hurst, Paternoster Row, 1800","2 vols (I 225p, ill.; II 228p). 12&deg;","Corvey; CME 3-628-47994-0; EM 286: 4; EN2 1800: 46; ESTC t070733; OCLC 6853516","Frontispiece depicts a ghost",,,
46,"GARSIDE1800-1829",20100817,"1800A046","De Valcourt","Anna Maria BENNETT",1800,"Female",,"DE VALCOURT; IN TWO VOLUMES","London:                     Printed for R. Dutton, Birchin-Lane, Cornhill, 1800","2 vols (I 262p; II 250p). 12&deg;","BL 12612.aaa.29; EM 137: 6; EN2 1800: 48; ESTC t064714; xOCLC","Attributed in Block and OCLC to Anna Maria Bennett, the latter following the t.p. attribution to 'Mrs. Bennett' of the Philadelphia 1801 edn; the Dublin edn of 1800 (perhaps the original source of the attribution) also states 'by Mrs. Bennett' on its t.p. (Bru ENC copy). But the title is given as a work 'by the author' in Eliza Lake's <a href=""titleDetails.asp?title=1806A040""><i>The Wheel of Fortune</i></a> (EN2 1806: 41). ESTC cites the  attribution to Bennett doubtfully","Dublin 1800 (Bru ENC); Philadelphia 1801 (OCLC)",,
47,"GARSIDE1800-1829",20100817,"1800A047","Mystery","Francis LATHOM",1800,"Male",,"MYSTERY, A NOVEL: IN TWO VOLUMES. BY FRANCIS LATHOM, AUTHOR OF MEN AND MANNERS, OF WHICH A NEW EDITION IS JUST PUBLISHED; THE MIDNIGHT BELL; THE CASTLE OF OLLADA, &C","London:                     Printed for H. D. Symonds, Paternoster-Row, by T. Davison, Lombard-Street, White-Friars, 1800","2 vols (I viii, 292p; II 268p). 12&deg;","Corvey; CME 3-628-47961-4; EN2 1800: 49; ESTC t231339; OCLC 6875634",,"Dublin 1800 (ESTC)",,
48,"GARSIDE1800-1829",20100817,"1800A048","Invisible Man, The","Michel-Th&#233;odore LECLERCQ",1800,"Male",,"THE INVISIBLE MAN, OR DUNCAM CASTLE. IN TWO VOLUMES. FROM THE FRENCH","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","2 vols (I 227p; II 215p). 12&deg;","BL C.192.a.173; EN2 1800: 50; ESTC t226755; xOCLC","Trans. of <i>Le chateau de Duncam, ou l'homme invisible</i> (Paris, 1800). Summers attributes to Pigault-Lebrun, but Blakey questions this authorship",,,
49,"GARSIDE1800-1829",20100817,"1800A049","Forbidden Apartments","William LINLEY",1800,"Male",,"FORBIDDEN APARTMENTS. A TALE. IN TWO VOLUMES. BY WILLIAM LINLEY","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","2 vols (I x, 280p; II 328p). 12&deg;","MH-H *EC8.L6487.800f; EM 1007: 26; EN2 1800: 51; ESTC n002288; OCLC 27533678","Preface argues the case for compactness in fiction, compared with stories by some female authors 'made to drag through six volumes' (p. vii)","French trans., 1801 [as <i>Le Jeune Héritier, ou les appartements défendus</i> (CCFR)]",,
50,"GARSIDE1800-1829",20100817,"1800A050","Mistake, The","P. LITTLEJOHN",1800,"Male",,"THE MISTAKE: OR, SOMETHING BEYOND A JOKE. IN THREE VOLUMES. BY P. LITTLEJOHN, AUTHOR OF HENRY AND THE CIPHER","London:                     Printed for the Author, by J. Bonsor, Salisbury Square. And sold by T. Hurst, Paternoster-Row, Kerbys', Bond Street, and Dutton, Birchin Lane, 1800","3 vols (I xi, 238p; II 240p; III 266p). 12&deg;","Corvey; CME 3-628-48033-7; EM 7474: 3; EN2 1800: 52; ESTC t110147; xOCLC",,"French trans., 1801",,
51,"GARSIDE1800-1829",20100817,"1800A051","Faux Pas, The","Charles LUCAS",1800,"Male",,"THE FAUX PAS, OR FATAL ATTACHMENT. A NOVEL. IN TWO VOLUMES. BY C. L","London:                     Printed for the Author, at the Minerva-Press, by William Lane, Leadenhall Street, 1800","2 vols (I 272p; II 267p). 12&deg;","CtY-BR In.F275.800; EN2 1800: 47; xESTC; xOCLC","For tentative author attribution, see <a href=""../guide/update1.html"">EN2 Update 1</a>",,,
52,"GARSIDE1800-1829",20100817,"1800A052","Feudal Events","Anna Maria MACKENZIE",1800,"Female",,"FEUDAL EVENTS, OR, DAYS OF YORE. AN ANCIENT STORY. IN TWO VOLUMES. BY ANNA MARIA MACKENZIE, AUTHOR OF NEAPOLITAN, DUSSELDORF, &C. &C","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","2 vols (I xi, 242p, ill.; II 276p). 12&deg;","Corvey; CME 3-628-48095-7; EM 1282: 5; EN2 1800: 53; ESTC n006527; OCLC 36072881","Dedication 'to Mrs. Tennant, of Bromley, Middlesex, (With Permission.)' 'Postcript' [sic], facing first page of novel text, justifies 'the modernised diction of this ancient tract'",,,
53,"GARSIDE1800-1829",20100817,"1800A053","Jeannette","Mrs MARTIN",1800,"Female",,"JEANNETTE. A NOVEL. IN FOUR VOLUMES. BY THE AUTHOR OF MELBOURNE, REGINALD, DELORAINE, &C","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","4 vols (I 279p; II 263p; III 254p; IV 216p). 12&deg;","Corvey; CME 3-628-48012-4; EN2 1800: 54; xESTC; xOCLC",,,,
54,"GARSIDE1800-1829",20100817,"1800A054","Anecdotes of the Altamont Family","Mary MEEKE",1800,"Female",,"ANECDOTES OF THE ALTAMONT FAMILY. A NOVEL. IN FOUR VOLUMES. BY THE AUTHOR OF THE SICILIAN, &C","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","4 vols (I 250p; II 266p; III 306p; IV 365p). 12&deg;","Corvey; CME 3-628-47059-5; EM 221: 1; EN2 1800: 55; ESTC t089386; OCLC 6929466",,,,
55,"GARSIDE1800-1829",20100817,"1800A055","Mordaunt","John MOORE",1800,"Male",,"MORDAUNT. SKETCHES OF LIFE, CHARACTERS, AND MANNERS, IN VARIOUS COUNTRIES; INCLUDING THE MEMOIRS OF A FRENCH LADY OF QUALITY. BY THE AUTHOR OF ZELUCO & EDWARD","London:                     Printed for G. G. and J. Robinson, Paternoster-Row; S. Hamilton, Falcon-Court, Fleet-Street, 1800","3 vols (I ii, 403p; II ii, 408p; III ii, 460p). 8&deg;","BL 12611.h.16; CME 3-628-48297-6; EM 197: 1; EN2 1800: 56; ESTC t057357; OCLC 3890141","Corvey copy has misbound pages at end of vol. 1","Dublin 1800 (ESTC); Chiswick 1830 (NSTC); New York 1801 (OCLC)",,
56,"GARSIDE1800-1829",20100817,"1800A056","Tales and Romances, of Ancient and Modern Times","Joseph MOSER",1800,"Male",,"TALES AND ROMANCES, OF ANCIENT AND MODERN TIMES. IN FIVE VOLUMES. BY JOSEPH MOSER, ESQ. AUTHOR OF TURKISH TALES, HERMIT OF CAUCASUS, TIMOTHY TWIG, MORAL TALES, &C. &C. &C","London:                     Printed by Sampson Low, Berwick Street, Soho; for T. Hurst, Paternoster Row, 1800","5 vols (I 271p; II 244p; III 229p; IV 292p; V 244p). 12&deg;","Corvey; CME 3-628-48337-9; EN2 1800: 57; ESTC n046778; OCLC 29569700","I Cara Rustines, a Turkish Tale; II The History of Achmet Beg and Sadi. A Turkish Tale; III The Pictures; The Turban, a Turkish Tale; IV Adelfrid, a Christmas Tale; The Cadi of Adrianople; The Adventures of Frank Fidget; V The Greek Alphabet; or, Black and White. The last page of vol. 3 is mistakenly numbered 129",,,
57,"GARSIDE1800-1829",20100817,"1800A057","Miser and his Family, The","Eliza PARSONS",1800,"Female",,"THE MISER AND HIS FAMILY. A NOVEL. IN FOUR VOLUMES. BY MRS. PARSONS, AUTHOR OF THE VALLEY OF ST. GOTHARD, MYSTERIOUS WARNINGS, &C","Brentford:                     Printed by and for P. Norbury; and sold by J. Wallis, No. 46, Pater-Noster-Row, London, 1800","4 vols (I 238p; II 263p; III 288p; IV 326p). 12&deg;","Corvey; CME 3-628-48397-2; EN2 1800: 58; ESTC t173325; OCLC 41886464",,"Dublin 1801 (NUC)",,
58,"GARSIDE1800-1829",20100817,"1800A058","Leonard & Gertrude","Johann Heinrich PESTALOZZI",1800,"Male","Sir J. LEDGARD","LEONARD & GERTRUDE. A POPULAR STORY, WRITTEN ORIGINALLY IN GERMAN; TRANSLATED INTO FRENCH, AND NOW ATTEMPTED IN ENGLISH; WITH THE HOPE OF ITS BEING USEFUL TO THE LOWER ORDERS OF SOCIETY","Bath:                     Printed and sold by S. Hazard: sold also by Cadell and Davies, Strand, London; Todd, York; Pennington, Kendal; Bulgin, Bristol; and all other Booksellers, 1800","1 vol.  (367p). 12&deg;","BL C.171.bb.2; EM 2555: 13; EN2 1800: 59; ESTC t117390; xOCLC","Trans. of <i>Lienhard und Gertrud</i> (1st pt. Berlin, 1781; 2nd, 3rd pt. Frankfurt 1783&ndash;85). French translation: <i>Léonard et Gertrude</i> (1st, 2nd pt. Lausanne, 1784). Dedication to William Wilberforce, Esq., signed 'The Translator'. ECB 443 lists 2 vols Mawman 1825 edn","1824 (another trans.) (NSTC); 1825 (NSTC); Philadelphia 1801 (OCLC)",,
59,"GARSIDE1800-1829",20100817,"1800A059","Child of Hope, The","Mary PILKINGTON",1800,"Female",,"THE CHILD OF HOPE; OR, INFIDELITY PUNISHED. A NOVEL. BY A LADY. IN THREE VOLUMES","London:                     Printed for Vernor and Hood, No. 31, Poultry, by J. Cundee, Ivy-Lane, 1800","3 vols (I 226p; II 239p; III 239p). 12&deg;","Corvey; CME 3-628-47263-6; EN2 1800: 4; ESTC t212844; xOCLC","For tentative author attribution, see <a href=""../guide/update1.html"">EN2 Update 1</a>",,,
60,"GARSIDE1800-1829",20100817,"1800A060","Spirit of the Castle, The","William Charles PROBY",1800,"Male",,"THE SPIRIT OF THE CASTLE, A ROMANCE. IN TWO VOLUMES. BY WILLIAM CHARLES PROBY, AUTHOR OF THE MYSTERIOUS SEAL, &C","London:                     Printed by J. W. Myers, No 2, Paternoster-Row, for Crosby and Letterman, Stationer's Court, Paternoster-Row, 1800","2 vols (I 264p; II 221p). 12&deg;","Corvey; CME 3-628-48400-6; EN2 1800: 61; ESTC n037353; xOCLC",,"Baltimore 1801 (OCLC)",,
61,"GARSIDE1800-1829",20100817,"1800A061","Cavern of Strozzi, The","Jean Baptiste Joseph REGNAULT-WARIN",1800,"Male",,"THE CAVERN OF STROZZI. A VENETIAN TALE","London:                     William Lane, 1800","1 vol.  12&deg;","No copy of 1st edn located; EN2 1800: 62; xESTC; xOCLC","Trans. of <i>La Caverne de Strozzi</i> (Paris, 1798). Details mainly from Blakey (copy not seen). OCLC 34315324 describes a 38pp. version published in London by Burkett and Plumpton, 1800; but this is presumably different from the 1-vol. edn published by Lane, reviewed by CR in Mar 1801, where the price is cited as 3s 6d sewed","New York 1801 (OCLC)",,
62,"GARSIDE1800-1829",20100817,"1800A062","Nocturnal Visit","Regina Maria ROCHE",1800,"Female",,"NOCTURNAL VISIT. A TALE. IN FOUR VOLUMES. BY MARIA REGINA [sic] ROCHE, AUTHOR OF THE CHILDREN OF THE ABBEY, MAID OF THE HAMLET, VICAR OF LANSDOWNE, AND CLERMONT","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","4 vols ( I 309p; II 290p; III 260p; IV 395p). 12&deg;","Corvey; CME 3-628-48463-4; EN2 1800: 63; ESTC t127131; OCLC 7032030",,"Dublin 1801 (OCLC); Philadelphia 1801 (OCLC); French trans., 1801; German trans., 1802",,
63,"GARSIDE1800-1829",20100817,"1800A063","Armenian, The","Johann Christoph Friedrich SCHILLER",1800,"Male","Wilhelm RENDER","THE ARMENIAN; OR, THE GHOST-SEER. A HISTORY FOUNDED ON FACT. TRANSLATED FROM THE GERMAN OF F. SCHILLER, AUTHOR OF THE ROBBERS, DON CARLOS &C. BY THE REV. W. RENDER","London:                     Printed by C. Whittingham, Dean Street, Fetter Lane, for H[.] D. Symonds, Paternoster Row, 1800","4 vols (I vi, 223p; II 243p; III 255p; IV 256p). 12&deg;","BL 1154.i.8; EM 2903: 2; EN2 1800: 64; ESTC t100181; OCLC 7089443","Trans. of <i>Der Geisterseher. Eine Geschichte aus den Papieren des Grafen von O**</i> (Leipzig, 1789); 2nd and 3rd part continued by X. Y. Z. (i.e. Emanuel Friedrich Wilhelm Ernst Follenius) (Leipzig, 1796&ndash;97). This follows an earlier translation by D. Boileau of Schiller's original first part only, under the title <i>The Ghost-Seer; or the Apparitionist</i> (London, 1795). Imprint in vols 2 and 3 changes to: 'Printed by J. Cundee, Ivy Lane, [etc.]'","Dublin 1800 (ESTC); 1831 (OCLC); Philadelphia 1801 (OCLC)",,
64,"GARSIDE1800-1829",20100817,"1800A064","Sailors, The","Catherine SELDEN",1800,"Female",,"THE SAILORS. A NOVEL. IN TWO VOLUMES. BY THE AUTHORESS OF COUNT DE SANTERRE, THE ENGLISH NUN, AND LINDAR","Reading:                     Printed by R. Snare and Co. and sold by Crosby and Letterman, Stationer's-Court, Paternoster-Row, London, 1800","2 vols (I 236p; II 180p). 12&deg;","O Vet.A5.ef.2351, 2352; EN2 1800: 65; ESTC t178629; OCLC 7032609","Collates in sixes",,,
65,"GARSIDE1800-1829",20100817,"1800A065","Serena","Catherine SELDEN",1800,"Female",,"SERENA. A NOVEL. IN THREE VOLUMES. BY CATHARINE SELDEN, AUTHOR OF THE ENGLISH NUN, &C","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","3 vols (I 234p; II 216p; III 221p). 12&deg;","Corvey; CME 3-628-48637-8; EM 126: 3; EN2 1800: 66; ESTC t070705; xOCLC",,,,
66,"GARSIDE1800-1829",20100817,"1800A066","Humbert Castle","Sarah SHERIFFE",1800,"Female",,"HUMBERT CASTLE, OR THE ROMANCE OF THE RHONE. A NOVEL. IN FOUR VOLUMES","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","4 vols (I ii, 312p, ill.; II 318p; III 293p; IV 336p). 12&deg;","Corvey; CME 3-628-47752-2; EN2 1800: 67; ESTC n033323; OCLC 6820896","Dedication to 'Mrs. F&mdash;&mdash;R'. Allibone gives attribution to Mrs Sarah Sheriffe, who is there stated to have died in 1849 in her 77th year, writing 3 novels when she was still Miss Bennet (the title above, plus <a href=""titleDetails.asp?title=1802A057""><i>Correlia</i></a> (EN2 1802: 57) and <a href=""titleDetails.asp?title=1803A063""><i>The Forest of Hohenelbe</i></a> (EN2 1803: 64))",,,
67,"GARSIDE1800-1829",20100817,"1800A067","Mary-Jane","Richard SICKELMORE",1800,"Male",,"MARY-JANE. A NOVEL. IN TWO VOLUMES. BY RICHARD SICKELMORE, AUTHOR OF EDGAR, OR THE PHANTOM OF THE CASTLE, AGNES AND LEONORA; &C. &C","London:                     Printed for the Author, at the Minerva-Press, by William Lane, Leadenhall Street, 1800","2 vols (I 229p, ill.; II 235p). 12&deg;","Corvey; CME 3-628-48691-2; EM 7474: 1; EN2 1800: 68; ESTC t127132; OCLC 7073699","Dedication to Sir Godfrey Webster, Bart. signed by Richard Sickelmore",,,
68,"GARSIDE1800-1829",20100817,"1800A068","Letters of a Solitary Wanderer, The","Charlotte SMITH",1800,"Female",,"THE LETTERS OF A SOLITARY WANDERER: CONTAINING NARRATIVES OF VARIOUS DESCRIPTION. BY CHARLOTTE SMITH","London:                     Printed by and for Sampson Low, Berwick Street, Soho, 1800/02","5 vols (I (1800) vii, 307p; II (1800) 317p; III (1801) 381p; IV (1802) viii, 276p; V (1802) 306p). 12&deg;","Corvey; CME 3-628-48660-2; ECB 544; EM 989: 14; EN2 1800: 69; ESTC n003685; NSTC S2380; OCLC 7096924","Preface in vol. 1 dated 20 Oct 1800. Preface to the 4th and 5th vols dated 1 Feb 1802. Imprint in vols 4 and 5 changes to 'Printed for T. N. Longman and O. Rees, Paternoster-row'","Dublin 1801 (NSTC); German trans., 1802; French trans., 1806 [of 'The Story of Corsiande' as <i>Corsiande de Beauvilliers</i> (BLC)] and 1819 [of 'The Story of Henrietta' as <i>Les Cavernes des Montagnes-Bleues, ou Orgueil et haine</i> (BLPC)]",,
69,"GARSIDE1800-1829",20100817,"1800A069","Family Story, A","Horatio SMITH",1800,"Male",,"A FAMILY STORY, IN THREE VOLUMES. BY MR. SMITH","London:                     Printed by C. Boult, for Crosby and Letterman, Stationers-Court, near Paternoster-Row, 1800","3 vols (I 268p; II 244p; III 262p). 12&deg;","Corvey; CME 3-628-48655-6; EN2 1800: 70; xESTC; xOCLC","Summers dates 1797, but apparently in error",,,
70,"GARSIDE1800-1829",20100817,"1800A070","Runaway, The","Horatio SMITH",1800,"Male",,"THE RUNAWAY; OR, THE SEAT OF BENEVOLENCE. A NOVEL. IN FOUR VOLUMES. BY MR. SMITH","London:                     Printed for Crosby and Letterman, Stationers'-Court, Ludgate-Street, 1800","4 vols (I 255p; II 247p; III 267p; IV 261p). 12&deg;","Corvey; CME 3-628-48657-2; EN2 1800: 71; ESTC t196606; xOCLC",,,,
71,"GARSIDE1800-1829",20100817,"1800A071","Jaqueline of Olzeburg","Henry SUMMERSETT",1800,"Male",,"JAQUELINE OF OLZEBURG: OR, FINAL RETRIBUTION. A ROMANCE","London:                     Printed by T. Plummer, Seething-Lane; and sold by Chapple, Pall-Mall; and R. Dutton, Birchin-Lane, Cornhill, 1800","1 vol.  (191p). 12&deg;","Corvey; CME 3-628-47992-4; EM 1010: 16; EN2 1800: 72; ESTC n001023; xOCLC","Attributed to Summersett on the t.p. of his <a href=""titleDetails.asp?title=1801A065""><i>Martyn of Fenrose</i></a> (EN2 1801: 63)",,,
72,"GARSIDE1800-1829",20100817,"1800A072","Leopold Warndorf","Henry SUMMERSETT",1800,"Male",,"LEOPOLD WARNDORF. A NOVEL. IN TWO VOLUMES. BY HENRY SUMMERSETT, AUTHOR OF THE MAD MAN OF THE MOUNTAIN, &C. &C. &C","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800","2 vols (I viii, 294p; II 311p). 12&deg;","BL 12613.aa.20; EM 240: 3; EN2 1800: 73; ESTC t068569; OCLC 43313530",,,,
73,"GARSIDE1800-1829",20100817,"1800A073","School for Fashion, The","Ann THICKNESSE",1800,"Female",,"THE SCHOOL FOR FASHION, IN TWO VOLUMES. BY MRS. THICKNESSE","London:                     Printed by H. Reynell, No. 21, Piccadilly, for Debrett and Fores, Piccadilly; Hookham, Old Bond Street; and Robinsons, Paternoster-Row, 1800","2 vols (I xviii, 234p, ill.; II 286p, ill.). 8&deg;","CtY-BR 1975.801; ECB 584; EN2 1800: 74; ESTC n036333; OCLC 23033816","List of 'Subscribers', vol. 1, pp. [iii]&ndash;iv; 'Dedication. To Fashion', signed 'A. T.', vol. 1, pp. [v]&ndash;xvii. Frontispiece portrait of 'Mrs Thickness', opp. t.p. in vol. 1; similar portrait of 'Phil<sup>p</sup>. Thickness Es<sup>q</sup>' opp. t.p. in vol. 2. Collates in fours",,,
74,"GARSIDE1800-1829",20100817,"1800A074","Selina","Harriet VENTUM",1800,"Female",,"SELINA, A NOVEL, FOUNDED ON FACTS. BY A LADY. IN THREE VOLUMES","London:                     Printed for C. Law, Avemaria-Lane, by Bye and Law, St. John's-Square, Clerkenwell, 1800","3 vols (I viii, 239p; II 268p; III 254p). 12&deg;","Corvey; CME 3-628-48643-2; EM 131: 3; EN2 1800: 14; ESTC t066392; OCLC 49468158","Preface describes its author as 'a new writer' about to 'enter the lists of public applause in a species of composition, wherein few, among a host of competitors, have been successful' (p. [v]). For author attribution, see <a href=""../guide/update1.html"">EN2 Update 1</a>",,,
75,"GARSIDE1800-1829",20100817,"1800A075","History of Rinaldo Rinaldini, The","Christian August VULPIUS",1800,"Male","John HINCKLEY","THE HISTORY OF RINALDO RINALDINI, CAPTAIN OF BANDITTI. TRANSLATED FROM THE GERMAN OF VULPIUS. BY I. HINCKLEY, ESQ. IN THREE VOLUMES","London:                     Printed by A. Strahan, Printers-Street, for Longman and Rees, Paternoster-Row; and C. Geisweiler, Parliament-Street, 1800","3 vols (I viii, 269p; II 247p; III 200p). 12&deg;","ViU PZ2.V84H.1800; EN2 1800: 75; ESTC t219039; OCLC 7121022","Trans. of <i>Rinaldo Rinaldini, der R&auml;uberhauptmann</i> (Leipzig, 1799). Half-titles, drop-head and running-titles all read: 'Rinaldo Rinaldini'. Preface, vol. 1, pp. [iii]&ndash;viii, incorporating 'The Author's Preface [&hellip;] written on St. Rosalia's day 1798'. 8 pp. (unn.) list of 'Books Printed for T. N. Longman and O. Rees' at end of vol. 3. ECB 494 lists Newman edn, 1831","Dublin 1801 (NSTC); 1801 (NSTC); 1831 as <i>Rinaldo Rinaldini, Captain of banditti</i> (NSTC); '4th edn' 1841 (NSTC, OCLC); Charleston, SC, 1814 (OCLC)",,
76,"GARSIDE1800-1829",20100817,"1800A076","Three Spaniards, The","George WALKER",1800,"Male",,"THE THREE SPANIARDS, A ROMANCE. BY GEORGE WALKER, AUTHOR OF THE VAGABOND, &C. IN THREE VOLUMES","London:                     Printed by Sampson Low, for G. Walker, No. 106, Great Portland Street; and Hurst, No. 32, Paternoster-Row, 1800","3 vols (I 295p; II 262p; III 250p). 12&deg;","Corvey; CME 3-628-48815-X; ECB 619; EN2 1800: 76; ESTC t181013; OCLC 7121375",,"Dublin 1800 (ESTC); 1821 (NSTC); New York 1801 (OCLC); French trans., 1805",,
77,"GARSIDE1800-1829",20100817,"1800A077","Constantia Neville","Helena WELLS",1800,"Female",,"CONSTANTIA NEVILLE; OR, THE WEST INDIAN. A NOVEL. IN THREE VOLUMES. BY HELENA WELLS, AUTHOR OF ""THE STEP-MOTHER,"" &C","London:                     Printed by C. Whittingham, Dean-Street, Fetter-Lane, for T. Cadell, jun. and W. Davies, Strand; and W. Creech, Edinburgh, 1800","3 vols (I xxviii, 340p; II vii, 432p; III viii, 380p). 12&deg;","BL 12613.d.3; EM 291: 7 and 292: 1; EN2 1800: 77; ESTC t070084; OCLC 6946613","Preface dated Little Park-Street, Westminster, 15 Apr 1800. 'List of Subscribers', followed by 'Subscribers on the Continent'  and 'Subscribers in Charlestown, South Carolina', vol. 1, pp. [ix]&ndash;xxiv. 4 pp. adv. at end of vol. 3 for 2nd edn of same author's <i>The Step-Mother</i>, and for her <i>Letters on Subjects of Importance to the Happiness of Young Females</i>, both with extracts from reviews. OCLC enters under the author's later name of Whitford, and cites as 'First edition of a rare American novel, written by a South Carolina Loyalist'","2nd edn 1800 (Corvey), CME 3-628-48886-9; French trans., 1801 [as <i>Constantia Neville, ou la jeune Américaine</i> (Pigoreau)]",,
